Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,SportModel,
ttu,Running,2025-12-15,20:18:18,00:30:07,0.00000,151,,,,,,,,,,,,,,,,170,60,159,46,,,
Time,Second,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (cm),Distances (km),Temperatures (C),Power (W),Breathe,Breathe Rate,Breathe Ratio,Steps,,,,,,,,,,,,
device name,mac,version,model,,,,,,,,,,,
BRX58826,CA:E5:E9:BA:9C:02,1.2.4,,,,,,,,,,,,
20:47:41,1763,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:42,1764,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:43,1765,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:44,1766,155,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:45,1767,156,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:46,1768,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:47,1769,155,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:48,1770,155,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:49,1771,156,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:50,1772,154,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:51,1773,154,0.00,0'0",174,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:52,1774,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:53,1775,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:54,1776,153,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:55,1777,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:56,1778,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:57,1779,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:58,1780,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:47:59,1781,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:00,1782,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:01,1783,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:02,1784,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:03,1785,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:04,1786,153,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:05,1787,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:06,1788,154,0.00,0'0",172,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:07,1789,154,0.00,0'0",172,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:08,1790,154,0.00,0'0",172,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:09,1791,155,0.00,0'0",172,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:10,1792,154,0.00,0'0",176,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:11,1793,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:12,1794,154,0.00,0'0",177,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:13,1795,154,0.00,0'0",175,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:14,1796,155,0.00,0'0",173,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:15,1797,154,0.00,0'0",166,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:16,1798,154,0.00,0'0",160,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:17,1799,154,0.00,0'0",151,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:18,1800,154,0.00,0'0",146,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:19,1801,153,0.00,0'0",135,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:20,1802,153,0.00,0'0",128,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:21,1803,153,0.00,0'0",122,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:22,1804,152,0.00,0'0",113,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:23,1805,151,0.00,0'0",109,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
20:48:24,1806,150,0.00,0'0",111,,0,0.00000,,,0,0,0.00,0,,,,,,,,,,,,,,
